relevance,id,query
1,166064,spss
5,2309602,gitlab
5,1735530,gitlab
5,1758002,gitlab
5,2306556,gitlab
5,1699816,gitlab
5,1691652,gitlab
5,2354828,gitlab
5,2326158,gitlab
5,1608356,gitlab
5,2307196,gitlab
4,2371488,gitlab
4,1691506,gitlab
4,2331714,gitlab
4,2300214,gitlab
4,2202220,gitlab
4,2077466,gitlab
4,2050083,gitlab
4,1926756,gitlab
4,1675012,gitlab
4,2544179,gitlab
3,2469838,gitlab
3,2357436,gitlab
3,1587732,gitlab
3,2721710,gitlab
3,2712536,gitlab
3,2598110,gitlab
5,1259546,pytorch
5,2373814,pytorch
5,2025244,pytorch
5,1723932,pytorch
5,1795952,pytorch
5,772462,pytorch
5,1959818,pytorch
5,2662326,pytorch
5,2396992,pytorch
5,2276597,pytorch
4,1678738,pytorch
4,1629496,pytorch
4,2371560,pytorch
4,1691994,pytorch
4,2515454,pytorch
4,2384100,pytorch
4,2088474,pytorch
4,1781596,pytorch
4,2307794,pytorch
4,2084164,pytorch
3,2289351,pytorch
3,1521448,pytorch
3,2014300,pytorch
3,2805621,pytorch
3,2200924,pytorch
3,2332450,pytorch
3,2366900,pytorch
3,2494264,pytorch
3,2200920,pytorch
3,2573250,pytorch
2,2868114,pytorch
2,2502044,pytorch
2,2332172,pytorch
2,2334890,pytorch
2,1964454,pytorch
5,269778,3ds max
5,1267492,3ds max
5,840958,3ds max
5,800754,3ds max
5,2303174,3ds max
5,461864,3ds max
5,1378614,3ds max
5,1153984,3ds max
5,24096,3ds max
5,1872804,3ds max
4,1784614,3ds max
4,1697392,3ds max
4,1268168,3ds max
4,1566242,3ds max
4,1698642,3ds max
4,1905860,3ds max
4,1593654,3ds max
4,1680378,3ds max
4,1012098,3ds max
4,465714,3ds max
3,271440,3ds max
3,57745,3ds max
3,548512,3ds max
3,485478,3ds max
3,1169600,3ds max
3,2571326,3ds max
3,81828,3ds max
3,1758672,3ds max
3,495502,3ds max
3,1623958,3ds max
2,2280994,3ds max
2,1272308,3ds max
2,2494962,3ds max
2,2381760,3ds max
2,969060,3ds max
2,1953770,3ds max
2,1976454,3ds max
2,2165146,3ds max
2,943524,3ds max
2,1795202,3ds max
1,2380660,3ds max
1,1726810,3ds max
1,164094,3ds max
1,1336920,3ds max
1,1761098,3ds max
1,2095372,3ds max
1,1562780,3ds max
1,2215766,3ds max
1,2485224,3ds max
1,2023914,3ds max
5,362328,aws certified developer
5,393306,aws certified developer
5,1921420,aws certified developer
5,2196488,aws certified developer
5,422702,aws certified developer
5,1520628,aws certified developer
5,1047846,aws certified developer
5,1360446,aws certified developer
5,1168192,aws certified developer
5,1105102,aws certified developer
4,1241254,aws certified developer
4,1670116,aws certified developer
4,1108858,aws certified developer
4,2051741,aws certified developer
4,1975038,aws certified developer
4,1362052,aws certified developer
4,1845824,aws certified developer
4,2645936,aws certified developer
4,1878624,aws certified developer
4,2059853,aws certified developer
3,1241098,aws certified developer
3,2253706,aws certified developer
3,1105302,aws certified developer
3,1343886,aws certified developer
3,1957538,aws certified developer
3,2599968,aws certified developer
3,1135330,aws certified developer
3,1600096,aws certified developer
3,2322586,aws certified developer
3,1678170,aws certified developer
2,1102458,aws certified developer
2,1499836,aws certified developer
2,2412964,aws certified developer
2,1824298,aws certified developer
2,1518934,aws certified developer
2,2533568,aws certified developer
2,1461592,aws certified developer
2,743688,aws certified developer
2,1434164,aws certified developer
2,2469516,aws certified developer
1,2316054,aws certified developer
1,1791362,aws certified developer
1,1594300,aws certified developer
1,1543384,aws certified developer
1,1309868,aws certified developer
1,1425762,aws certified developer
1,1426010,aws certified developer
1,1527740,aws certified developer
1,2306930,aws certified developer
1,823888,aws certified developer
5,1747782,adobe
5,1514258,adobe
5,1383810,adobe
5,1276020,adobe
5,270816,adobe
5,1316728,adobe
5,65306,adobe
5,1330276,adobe
5,1452908,adobe
5,927356,adobe
4,55577,adobe
4,1623798,adobe
4,1835828,adobe
4,1376910,adobe
4,962108,adobe
4,1197206,adobe
4,595876,adobe
4,697570,adobe
4,628786,adobe
4,1541728,adobe
3,1984658,adobe
3,1641282,adobe
3,71688,adobe
3,1164278,adobe
3,1503540,adobe
3,1559396,adobe
3,502138,adobe
3,147508,adobe
3,1614570,adobe
3,926234,adobe
2,1494760,adobe
2,1512990,adobe
2,1621628,adobe
2,1611640,adobe
2,21477,adobe
2,2198796,adobe
2,1228144,adobe
2,2401332,adobe
2,2307584,adobe
2,635272,adobe
1,345582,adobe
1,815086,adobe
1,1202746,adobe
1,58838,adobe
1,1256448,adobe
1,1711980,adobe
1,348116,adobe
1,1022032,adobe
1,741100,adobe
1,416542,adobe
5,693188,elasticsearch
5,1245870,elasticsearch
5,1478894,elasticsearch
5,2365836,elasticsearch
5,1134580,elasticsearch
5,1149892,elasticsearch
5,1155592,elasticsearch
5,512094,elasticsearch
5,1364702,elasticsearch
5,1784234,elasticsearch
4,1107998,elasticsearch
4,1721258,elasticsearch
4,906962,elasticsearch
4,971904,elasticsearch
4,1303292,elasticsearch
4,2037486,elasticsearch
4,2826415,elasticsearch
4,1936632,elasticsearch
4,1427960,elasticsearch
4,1681340,elasticsearch
3,1424000,elasticsearch
3,1248424,elasticsearch
3,810374,elasticsearch
3,1309810,elasticsearch
3,506062,elasticsearch
3,1489968,elasticsearch
3,1783062,elasticsearch
3,1907978,elasticsearch
3,2755118,elasticsearch
3,2578978,elasticsearch
2,1924542,elasticsearch
2,1227578,elasticsearch
2,1291702,elasticsearch
2,1226144,elasticsearch
2,1348398,elasticsearch
2,1312720,elasticsearch
2,1021446,elasticsearch
2,2384666,elasticsearch
2,2818167,elasticsearch
2,1291908,elasticsearch
1,1036946,elasticsearch
1,2402406,elasticsearch
1,1882842,elasticsearch
1,1703580,elasticsearch
1,1345118,elasticsearch
1,1314816,elasticsearch
1,1141696,elasticsearch
1,1653744,elasticsearch
1,201158,elasticsearch
1,1227016,elasticsearch
5,964680,investing
5,1202988,investing
5,203732,investing
5,353044,investing
5,502772,investing
5,696616,investing
5,765562,investing
5,635824,investing
5,1252312,investing
5,1185108,investing
4,1200484,investing
4,631166,investing
4,570704,investing
4,1188236,investing
4,1477512,investing
4,386714,investing
4,502240,investing
4,843706,investing
4,602032,investing
4,1182080,investing
3,684784,investing
3,188058,investing
3,578534,investing
3,1110470,investing
3,789186,investing
3,2200794,investing
3,1335984,investing
3,277022,investing
3,411778,investing
3,2493896,investing
2,584410,investing
2,987682,investing
2,2301528,investing
2,2211348,investing
2,738910,investing
2,925854,investing
2,1329878,investing
2,406922,investing
2,2164578,investing
2,33895,investing
1,317452,investing
1,2620994,investing
1,1432010,investing
1,1807840,investing
1,2359718,investing
1,366514,investing
1,743914,investing
1,2761808,investing
1,2340552,investing
1,979616,investing
5,922484,node.js
5,461160,node.js
5,1879018,node.js
5,1254420,node.js
5,833442,node.js
5,1638522,node.js
5,1562070,node.js
5,934680,node.js
5,1337000,node.js
5,1587718,node.js
4,1646980,node.js
4,1672410,node.js
4,1042110,node.js
4,82778,node.js
4,1023976,node.js
4,481002,node.js
4,2609434,node.js
4,1449100,node.js
4,1587732,node.js
4,606096,node.js
3,688196,node.js
3,2262902,node.js
3,1020866,node.js
3,1009254,node.js
3,1770580,node.js
3,1840024,node.js
3,1329184,node.js
3,1013310,node.js
3,1414266,node.js
3,2500156,node.js
2,1676008,node.js
2,1147764,node.js
2,1500508,node.js
2,1720558,node.js
2,1764040,node.js
2,320358,node.js
2,2640372,node.js
2,1463892,node.js
2,1077838,node.js
2,1195840,node.js
1,2548889,node.js
1,1312406,node.js
1,2441240,node.js
1,2512098,node.js
1,409618,node.js
1,1616578,node.js
1,1686008,node.js
1,1365176,node.js
1,1944162,node.js
1,1671328,node.js
5,914296,digital marketing
5,1684832,digital marketing
5,1332238,digital marketing
5,1270870,digital marketing
5,496924,digital marketing
5,1659676,digital marketing
5,1931752,digital marketing
5,647736,digital marketing
5,1675518,digital marketing
5,2344164,digital marketing
4,573984,digital marketing
4,2217998,digital marketing
4,745050,digital marketing
4,920130,digital marketing
4,1238386,digital marketing
4,1496004,digital marketing
4,488130,digital marketing
4,2570102,digital marketing
4,1362736,digital marketing
4,959128,digital marketing
3,2524202,digital marketing
3,1047227,digital marketing
3,1692120,digital marketing
3,184636,digital marketing
3,1013008,digital marketing
3,27854,digital marketing
3,580316,digital marketing
3,1795966,digital marketing
3,1674398,digital marketing
3,1318570,digital marketing
2,1574474,digital marketing
2,378936,digital marketing
2,1833446,digital marketing
2,1580296,digital marketing
2,529554,digital marketing
2,2069595,digital marketing
2,403314,digital marketing
2,1369820,digital marketing
2,1465486,digital marketing
2,1357316,digital marketing
1,206446,digital marketing
1,2031424,digital marketing
1,2152586,digital marketing
1,1380494,digital marketing
1,1445200,digital marketing
1,302746,digital marketing
1,1306796,digital marketing
1,2467776,digital marketing
1,54594,digital marketing
1,693290,digital marketing
5,891644,office 365
5,904324,office 365
5,1754098,office 365
5,1499542,office 365
5,1112948,office 365
5,847758,office 365
5,891882,office 365
5,1298780,office 365
5,890584,office 365
5,2491126,office 365
4,1637906,office 365
4,832312,office 365
4,1088942,office 365
4,1248610,office 365
4,1686288,office 365
4,1636508,office 365
4,988464,office 365
4,891914,office 365
4,2229824,office 365
4,896798,office 365
3,1129564,office 365
3,973394,office 365
3,994316,office 365
3,1788412,office 365
3,891764,office 365
3,1256848,office 365
3,891724,office 365
3,1630824,office 365
3,1594268,office 365
3,1726668,office 365
2,1529446,office 365
2,1867542,office 365
2,1434734,office 365
2,449134,office 365
2,1549562,office 365
2,1136450,office 365
2,1770346,office 365
2,2559824,office 365
2,793796,office 365
2,2234564,office 365
1,909120,office 365
1,1738314,office 365
1,2500010,office 365
1,1769424,office 365
1,1630802,office 365
1,2214998,office 365
1,1054708,office 365
1,187544,office 365
1,666672,office 365
1,897973,office 365
5,1098006,public speaking
5,852192,public speaking
5,1576710,public speaking
5,139200,public speaking
5,137144,public speaking
5,144228,public speaking
5,2296344,public speaking
5,1280842,public speaking
5,206886,public speaking
5,1335042,public speaking
4,281634,public speaking
4,1551840,public speaking
4,242886,public speaking
4,455146,public speaking
4,20743,public speaking
4,296403,public speaking
4,1448556,public speaking
4,1214850,public speaking
4,1744000,public speaking
4,414930,public speaking
3,1302974,public speaking
3,125200,public speaking
3,674986,public speaking
3,1349000,public speaking
3,1617198,public speaking
3,635366,public speaking
3,343316,public speaking
3,1199032,public speaking
3,1723120,public speaking
3,2154836,public speaking
2,932802,public speaking
2,2472988,public speaking
2,1731202,public speaking
2,997868,public speaking
2,568654,public speaking
2,2554843,public speaking
2,1112366,public speaking
2,2605652,public speaking
2,151902,public speaking
2,312356,public speaking
1,111660,public speaking
1,454722,public speaking
1,348510,public speaking
1,276058,public speaking
1,1856814,public speaking
1,2686930,public speaking
1,63095,public speaking
1,297254,public speaking
1,980962,public speaking
1,1789608,public speaking
5,271228,wordpress theme development
5,355212,wordpress theme development
5,520116,wordpress theme development
5,1010586,wordpress theme development
5,1178762,wordpress theme development
5,576054,wordpress theme development
5,62768,wordpress theme development
5,1045646,wordpress theme development
5,552258,wordpress theme development
5,1010580,wordpress theme development
4,1466374,wordpress theme development
4,1529576,wordpress theme development
4,911474,wordpress theme development
4,857162,wordpress theme development
4,896858,wordpress theme development
4,1109602,wordpress theme development
4,1012816,wordpress theme development
4,1769052,wordpress theme development
4,378726,wordpress theme development
4,1156836,wordpress theme development
3,492818,wordpress theme development
3,1498332,wordpress theme development
3,411462,wordpress theme development
3,773138,wordpress theme development
3,1400228,wordpress theme development
3,1356532,wordpress theme development
3,1465948,wordpress theme development
3,871620,wordpress theme development
3,435686,wordpress theme development
3,882488,wordpress theme development
2,1930046,wordpress theme development
2,1547426,wordpress theme development
2,1791340,wordpress theme development
2,1455618,wordpress theme development
2,1063430,wordpress theme development
2,1510954,wordpress theme development
2,1467886,wordpress theme development
2,1263030,wordpress theme development
2,859936,wordpress theme development
2,1636736,wordpress theme development
1,536546,wordpress theme development
1,576694,wordpress theme development
1,1237816,wordpress theme development
1,529028,wordpress theme development
1,1267750,wordpress theme development
1,310072,wordpress theme development
1,686764,wordpress theme development
1,411446,wordpress theme development
1,156830,wordpress theme development
1,2152898,wordpress theme development
5,308690,trading
5,1288044,trading
5,1212032,trading
5,43319,trading
5,1587644,trading
5,1255136,trading
5,1400902,trading
5,627540,trading
5,746432,trading
5,1400386,trading
4,2327156,trading
4,260470,trading
4,258232,trading
4,285638,trading
4,1691546,trading
4,1297958,trading
4,1867704,trading
4,1568560,trading
4,1989694,trading
4,1736080,trading
3,2076630,trading
3,236812,trading
3,1713326,trading
3,1424248,trading
3,543242,trading
3,1266306,trading
3,317030,trading
3,316750,trading
3,1313548,trading
3,696616,trading
2,1899814,trading
2,1214702,trading
2,765562,trading
2,180362,trading
2,1097486,trading
2,918688,trading
2,2087822,trading
2,1913522,trading
2,284118,trading
2,2516282,trading
1,1848110,trading
1,1170626,trading
1,1687616,trading
1,576906,trading
1,2087826,trading
1,1922804,trading
1,2104528,trading
1,1989682,trading
1,1989698,trading
1,364810,trading
5,308690,forex
5,260470,forex
5,258232,forex
5,308694,forex
5,1297958,forex
5,317030,forex
5,308696,forex
5,1400902,forex
5,97338,forex
5,2237864,forex
4,2327156,forex
4,1266306,forex
4,236812,forex
4,284118,forex
4,1687616,forex
4,1214702,forex
4,364810,forex
4,1867704,forex
4,323950,forex
4,1736080,forex
3,1364624,forex
3,1091206,forex
3,1313548,forex
3,1097486,forex
3,910650,forex
3,1892272,forex
3,1129274,forex
3,20185,forex
3,355622,forex
3,236070,forex
2,1327966,forex
2,1913522,forex
2,1500202,forex
2,1999244,forex
2,2381776,forex
2,2221174,forex
2,40039,forex
2,709500,forex
2,1125506,forex
2,2277621,forex
1,438174,forex
1,738624,forex
1,1229064,forex
1,617976,forex
1,2004106,forex
1,673016,forex
1,1319136,forex
1,1218552,forex
1,1313976,forex
1,543212,forex
5,892806,spark
5,980798,spark
5,622414,spark
5,1328642,spark
5,977062,spark
5,831458,spark
5,996228,spark
5,891848,spark
5,1398116,spark
5,1984720,spark
4,1554340,spark
4,824050,spark
4,943898,spark
4,1689450,spark
4,1431254,spark
4,526136,spark
4,1281488,spark
4,792230,spark
4,978454,spark
4,1182378,spark
3,727220,spark
3,1586480,spark
3,956132,spark
3,1968882,spark
3,918746,spark
3,1360384,spark
3,2622982,spark
3,1993754,spark
3,1418348,spark
3,2057961,spark
2,988702,spark
2,886054,spark
2,1764358,spark
2,988708,spark
2,886024,spark
2,354532,spark
2,988716,spark
2,1925100,spark
2,2242320,spark
2,1580786,spark
1,2693748,spark
1,2650718,spark
1,2029126,spark
1,1877102,spark
1,997366,spark
1,2777804,spark
1,1111116,spark
1,1948756,spark
1,2040672,spark
1,2047289,spark
5,246314,appium
5,1474244,appium
5,279002,appium
5,835604,appium
5,877582,appium
5,1298862,appium
5,1460278,appium
5,2546221,appium
5,671848,appium
5,1396930,appium
4,2366246,appium
4,1513728,appium
4,2283014,appium
4,1173254,appium
4,1980544,appium
4,397418,appium
4,1528280,appium
4,2109194,appium
4,1364956,appium
4,2669840,appium
3,2270694,appium
3,1050612,appium
3,1458232,appium
3,2129420,appium
3,1667180,appium
3,1961770,appium
3,2539086,appium
3,2555103,appium
3,2860542,appium
3,1560542,appium
2,2019084,appium
2,808966,appium
2,2277439,appium
2,1971066,appium
2,1455764,appium
2,990374,appium
2,2559118,appium
2,525038,appium
2,632370,appium
2,1415884,appium
1,2847968,appium
5,328386,google analytics
5,613946,google analytics
5,1710336,google analytics
5,1707576,google analytics
5,671544,google analytics
5,1203914,google analytics
5,203440,google analytics
5,1800024,google analytics
5,668966,google analytics
5,1663348,google analytics
4,2014966,google analytics
4,720528,google analytics
4,866958,google analytics
4,1613102,google analytics
4,1730994,google analytics
4,2281272,google analytics
4,444228,google analytics
4,1333128,google analytics
4,612640,google analytics
4,1837402,google analytics
3,597768,google analytics
3,1689664,google analytics
3,1508940,google analytics
3,647944,google analytics
3,1402490,google analytics
3,1614746,google analytics
3,1906514,google analytics
3,1392820,google analytics
3,1146320,google analytics
3,2219902,google analytics
2,1468542,google analytics
2,1781832,google analytics
2,1480490,google analytics
2,515248,google analytics
2,703984,google analytics
2,723816,google analytics
2,1863474,google analytics
2,1523844,google analytics
2,1534732,google analytics
2,19009,google analytics
1,2605700,google analytics
1,403198,google analytics
1,1929204,google analytics
1,1972190,google analytics
1,648208,google analytics
1,1433060,google analytics
1,987746,google analytics
1,1557096,google analytics
1,2467776,google analytics
1,1704642,google analytics
5,1219332,artificial intelligence
5,1080408,artificial intelligence
5,1151632,artificial intelligence
5,1990136,artificial intelligence
5,671576,artificial intelligence
5,1349250,artificial intelligence
5,1153742,artificial intelligence
5,2063545,artificial intelligence
5,2430492,artificial intelligence
5,528460,artificial intelligence
4,1744722,artificial intelligence
4,1682352,artificial intelligence
4,2368370,artificial intelligence
4,1673932,artificial intelligence
4,2084384,artificial intelligence
4,714978,artificial intelligence
4,1557250,artificial intelligence
4,2410704,artificial intelligence
4,1904708,artificial intelligence
4,1765870,artificial intelligence
3,1949472,artificial intelligence
3,2266378,artificial intelligence
3,2400830,artificial intelligence
3,1674948,artificial intelligence
3,1803384,artificial intelligence
3,1724702,artificial intelligence
3,1298012,artificial intelligence
3,2546489,artificial intelligence
3,2310440,artificial intelligence
3,1671686,artificial intelligence
2,1964572,artificial intelligence
2,1809418,artificial intelligence
2,2475030,artificial intelligence
2,2291401,artificial intelligence
2,2431512,artificial intelligence
2,2472890,artificial intelligence
2,1435762,artificial intelligence
2,1750258,artificial intelligence
2,2855694,artificial intelligence
2,1310970,artificial intelligence
1,2311392,artificial intelligence
1,1681830,artificial intelligence
1,1338718,artificial intelligence
1,2835114,artificial intelligence
1,1520742,artificial intelligence
1,2131354,artificial intelligence
1,923744,artificial intelligence
1,2184046,artificial intelligence
1,1314996,artificial intelligence
1,1501536,artificial intelligence
5,1057142,vmware
5,1237876,vmware
5,1411306,vmware
5,1225172,vmware
5,54487,vmware
5,593108,vmware
5,989516,vmware
5,62400,vmware
5,1262598,vmware
5,51510,vmware
4,2052309,vmware
4,242172,vmware
4,210770,vmware
4,1768944,vmware
4,1076164,vmware
4,1016050,vmware
4,81214,vmware
4,1354708,vmware
4,2043112,vmware
4,445764,vmware
3,2280266,vmware
3,2292363,vmware
3,1664482,vmware
3,986612,vmware
3,606772,vmware
3,1960508,vmware
3,1305696,vmware
3,733136,vmware
3,749044,vmware
3,952454,vmware
2,2201882,vmware
2,720094,vmware
2,1534422,vmware
2,2170342,vmware
2,1177894,vmware
2,2608208,vmware
2,1358711,vmware
2,2553021,vmware
2,1008888,vmware
2,1861962,vmware
1,727108,vmware
1,733146,vmware
1,1419144,vmware
1,1151492,vmware
1,1387766,vmware
1,1450888,vmware
1,275342,vmware
1,2076532,vmware
1,2540520,vmware
1,2056915,vmware
